156;234;204;9;NARROWHILL;x
157;139;204;118;STONESPLINTER VALLEY;x
158;79;204;204;HIDDEN RAVINE;x
159;186;204;214;GREENHILLS;x
160;223;204;32;STONEWROUGHT DAM;x
161;148;204;47;VALLEY OF KINGS;x
162;94;204;131;SILVERSTREAM;x
163;90;204;171;NORTH CROSSROADS;x
164;51;204;4;LOCH ISLANDS;x
165;210;204;199;SOUTHGATE;x
166;28;54;221;GRIM BATOL;x
167;71;54;86;WYRM'S BEND;x
168;71;54;229;WILDPASS;x
169;240;54;51;VERMILLION;x
170;154;116;69;TIVERFIL;x
171;240;116;186;ALBERLIN;x
172;60;54;176;THUNDERMAR;x
173;141;54;94;VIRID FOREST;x
174;47;54;62;RUGGED SLOPES;x
175;99;54;178;IRON RIDGE;x
176;114;54;56;THORVALD RAVINE;x
177;223;54;84;STORM COAST;x
178;105;54;223;THUNDER GROVE;x
179;225;54;60;WINDWARD HILLS;x
180;58;54;88;STORMCLAW;x
181;148;54;150;QUIET HIGHLANDS;x
182;204;54;195;DUNWALD;x
183;71;54;182;CRUCIBLE OF TIN;x
184;201;54;36;VERRALL DELTA;x
185;105;54;45;SEVERE COAST;x
186;201;54;118;CAPE OF FIST;x
187;71;54;64;WILDGULCH;x
188;114;54;30;GORRUARN;x
189;212;54;212;FLAT SHORE;x
190;199;54;62;VERDANT FOREST;x
191;111;54;161;LOOSE CLIFFS;x
192;234;54;24;VICTOR'S POINT;x
193;150;54;182;OBSIDIAN HILLS;x
194;90;54;122;ELEMENTIUM RAVINE;x
195;208;54;64;DEAD HIGHLANDS;x
196;77;54;212;LOW ISLANDS;x
197;116;54;64;SILVERSLOPES;x
198;176;135;41;MENETHIL HARBOR;x
199;133;135;182;DUN ALGAZ;x
200;88;135;49;MOSSHIDE FEN;x
201;79;135;191;UPLAND FOREST;x
202;163;135;120;SLABCHISEL'S SURVEY;x
203;135;135;62;DUN MODR;x
204;116;135;86;BOGPLAIN;x
205;159;135;191;DIREFORGE;x
206;210;135;45;CLIMBHILL;x
207;161;135;150;EAST FLOODPLAIN;x
208;41;135;216;WEST FLOODPLAIN;x
209;174;135;114;SALTSPRAY GLEN;x
210;77;135;133;NORTH DELTA;x
211;171;135;171;CENTRAL DELTA;x
212;144;135;90;SOUTH DELTA;x
213;62;135;148;ROCKY GORGE;x
214;109;204;75;HIGHGARDE;x
215;58;204;189;HIGHPOINT;x
216;107;146;105;STROMGARDE;x
217;189;146;141;SOUTH HIGHLANDS;x
218;90;146;227;OLD GULLY;x
219;66;146;56;ZOLNANJI;x
220;99;146;51;GO'SHEK;x
221;105;75;163;WINDY GLEN;x
222;223;146;122;DRYHILL;x
223;66;146;124;DABYRIE;x
224;178;146;178;NORTHIGHLANDS;x
225;120;146;195;GREENHILL;x
226;54;146;139;NORTHREACH;x
227;39;146;19;NORTHFOLD;x
228;171;146;182;FALDIR'S COVE;x
229;197;75;21;WEST COAST;x
230;129;204;171;VAN'KEIKI;x
231;105;75;21;EAST COAST;x
232;165;75;122;HILLSBRAD;x
233;120;75;34;DURNHOLDE;x
234;51;75;214;DUN GAROK;x
235;208;75;137;NETHANDER STEAD;x
236;246;75;28;EASTPOINT;x
237;120;75;148;SOUTHSHORE;x
238;36;75;240;DARROW HILL;x
239;94;75;186;WESTERN STRAND;x
240;186;75;77;SOUTHPOINT;x
241;150;43;165;PURGATION ISLE;x
242;79;75;11;TARREN MILL;x
243;69;75;118;ALTERAC;x
244;111;75;227;ALTERAC VALLEY;x
245;163;75;176;HEADLAND;x
246;216;75;36;STRAHNBRAD;x
247;120;75;96;RAVENHOLDT;x
248;133;75;92;WINFRIED;x
249;184;210;47;CHILLWIND PASS;x
250;191;75;214;DALARAN;x
251;92;75;86;DALARAN'S HILLS;x
252;43;43;19;GILNEAS;x
253;137;30;94;AMBERMILL;x
254;66;81;71;PELE'AHJIN;x
255;69;111;199;AERIE PEAK;x
256;77;111;103;HIRI'WATHA;x
257;62;111;193;QUEL'DANIL;x
258;189;111;41;SHADRA'ALOR;x
259;101;138;26;SWEET RAVINE;x
260;96;111;201;JINTHA'ALOR;x
261;96;111;216;ALTAR OF ZUL;x
262;118;111;77;AGOL'WATHA;x
263;96;111;86;SKULK ROCK;x
264;163;111;219;SHAOL'WATHA;x
265;96;111;62;LOWER JINTHA'ALOR;x
266;184;111;103;REVANTUSK;x
267;54;111;201;OVERLOOK CLIFFS;x
268;163;111;69;SERADANE;x
269;199;73;178;LORDAERON;x
270;240;30;62;LORDAMERE;x
271;103;30;163;FERRY;x
272;79;30;58;SOUTH TRACT;x
273;49;30;54;SHADOWFANG;x
274;62;30;201;PYREWOOD;x
275;41;43;56;HOTHILLS;x
276;186;184;92;WHITEPETAL;x
277;141;30;51;DEEP ELEM;x
278;219;30;206;OLSENFIELD;x
279;64;30;122;UNDERNELLY;x
280;103;30;34;DAWNING ISLES;x
281;139;30;86;VALGANFIELD;x
282;45;30;99;NORTH TIDE;x
283;109;30;28;SKITTERING DARK;x
284;92;30;178;SHINING STRAND;x
285;26;43;214;CROWLEY;x
286;208;43;214;NORTHWOOD;x
287;21;43;195;HEADLANDS;x
288;64;43;34;GREYBRIDGE;x
289;169;43;30;EMBERSTONE;x
290;152;43;101;HORSELAND;x
291;156;43;148;ADERIC;x
292;193;43;99;GALEWATCH;x
293;133;43;24;ASHBURY;x
294;251;43;36;BLACKWALD;x
295;251;43;156;STORMGLEN;x
296;81;43;15;TEMPREACH;x
297;148;43;124;KOROTH;x
298;66;43;124;HAILWOOD;x
299;197;30;86;GREYMANE;x
300;197;30;154;DUSKHAVEN;x
301;182;30;120;ALLENFIELD;x
302;96;30;154;HAMMONDFIELD;x
303;41;30;161;HAYWARD;x
304;171;71;26;BRILL;x
305;99;73;178;NIGHTMARE VALE;x
306;120;73;73;SOLLIDEN;x
307;77;73;90;AGAMAND;x
308;103;71;231;DEATHKNELL;x
309;216;71;182;WHISPERING GARDENS;x
310;139;71;182;VENOMWEB;x
311;15;71;242;BALNIR;x
312;17;71;41;BASTION;x
313;69;71;26;NORTH COAST;x
314;236;152;86;MISTFALL;x
315;58;210;41;ANDORHAL;x
316;159;210;206;WINDSWEPT;x
317;159;210;41;CABINWOOD;x
318;58;210;184;GAHRRON;x
319;131;210;137;SORROW HILL;x
320;244;138;26;CAER DARROW;x
321;99;210;86;HEARTHGLEN;x
322;208;210;56;HEARTHGLEN WAY;x
323;58;210;56;NORTHRIDGE;x
324;238;178;15;STRATHOLME;x
325;231;178;45;DARROWSHIRE;x
326;180;178;47;HIGH THONDRORIL;x
327;88;178;111;LOWER THONDRORIL;x
328;64;178;221;MARRIS;x
329;71;178;99;CROWNVALE;x
330;180;178;214;FIR VALLEY;x
331;71;178;161;BLACKWOOD;x
332;156;178;73;CORIN'S CROSSING;x
333;184;178;54;NORTHDALE;x
334;58;178;43;NORTHPASS;x
335;236;184;92;JIN YANG;x
336;4;178;240;TYR'S HAND;x
337;69;178;193;LIGHT'S HOPE;x
338;231;178;34;OLD GLADE;x
339;32;178;101;NEW AVALON;x
340;28;178;212;HAVENSHIRE;x
341;88;178;17;HASIC;x
342;227;178;197;BORDIUM;x
343;169;178;66;BRIGHTDALE;x
344;246;174;17;SILVERMOON;x
345;15;127;131;TRANQUILLIEN;x
346;234;111;34;GOLDENMIST;x
347;137;111;137;AN'DAROTH;x
348;156;111;214;ELRENDAR CROSSING;x
349;41;111;56;WINDRUNNER;x
350;71;111;201;SILVERFURY;x
351;208;111;146;UNDERLIGHT;x
352;144;101;30;CARYNIRA;x
353;225;111;51;REST HOLLOW;x
354;58;178;240;THALASSIAN PASS;x
355;159;178;69;QUEL'LITHIEN;x
356;21;127;30;ANDILIEN ESTATE;x
357;186;111;77;SANCTUM OF THE SUN;x
358;45;111;60;FARSTRIDER ENCLAVE;x
359;92;127;39;HATCHET HILLS;x
360;49;111;227;AMANI PASS;x
361;49;81;64;AKIL'ZON;x
362;49;81;114;NALORAKK;x
363;178;81;184;JAN'ALAI;x
364;178;81;64;HALAZZI;x
365;169;174;150;TOR'WATHA;x
366;58;127;206;ELRENDAR COAST;x
367;152;174;229;ZEB'WATHA;x
368;114;174;161;EAST SANCTUM;x
369;161;174;21;RUNESTONE'S VALLEY;x
370;36;174;244;FAIRBREEZE;x
371;216;174;66;SUNSAIL ANCHORAGE;x
372;15;174;131;GOLDENBOUGH PASS;x
373;167;174;227;TRANQUIL SHORE;x
374;34;174;79;GOLDEN STRAND;x
375;105;174;180;FALCONWING SQUARE;x
376;182;174;32;NORTH SANCTUM;x
377;146;174;39;STILLWHISPER POND;x
378;163;174;184;DUSKWITHER RAVINE;x
379;231;174;208;DAWNING LANE;x
380;152;174;66;SUNSTRIDER ISLE;x
381;231;174;69;FALTHRIEN;x
382;236;184;144;MUDI SHEN;x
383;236;152;126;LAOHU;x
384;193;152;126;SHAO-TIEN;x
385;236;111;49;WINTERBOUGH;x
386;236;238;126;RICHU;x
387;236;152;49;SUNBLOSSOM;x
388;246;101;159;ENDLESS SPRING;x
389;246;170;159;HUNDRED STEPS;x
390;246;139;159;YAREN;x
391;246;99;159;LEG-ZAOL;x
392;212;126;90;XUEN;x
393;212;75;90;MINJAE;x
394;17;240;122;SUNWELL PLATEAU;x
395;54;240;19;SUN'S REACH;x
396;176;240;135;DAWNSTAR;x
397;246;240;146;MAGISTERS' TERRACE;x
398;161;240;19;GREENGILL;x
399;234;240;227;SAT'THEAS;x
400;135;126;245;LOCH VERRALL;x
401;28;105;191;THE LOCH;x
402;105;156;152;LORDAMERE LAKE;x
403;135;139;156;LORDAMERE LAKE;x
404;135;195;135;LORDAMERE LAKE;x
405;180;227;186;NORTHGATE RIVER;x
406;180;227;255;NORTHGATE RIVER;x
407;94;180;231;NORTHGATE RIVER;x
408;10;180;184;LAKE ELRENDAR;x
409;10;250;184;LAKE ELRENDAR;x
410;10;199;240;NORTH ELRENDAR RIVER;x
411;10;199;131;NORTH ELRENDAR RIVER;x
412;10;221;184;SOUTH ELRENDAR RIVER;x
413;129;163;184;SOUTH ELRENDAR RIVER;x
414;129;195;161;SOUTH ELRENDAR RIVER;x
415;167;144;161;SOUTH ELRENDAR RIVER;x
416;47;191;245;STONECAIRN LAKE;x
417;109;176;167;POOL OF TEARS;x
418;122;250;250;LONGSHORE;x
419;122;131;250;LONGSHORE;x
420;13;250;199;LONGSHORE;x
421;47;88;133;STORMWIND'S SHORE;x
422;64;84;135;SAVAGE COAST;x
423;64;120;135;VILE REEF;x
424;64;159;229;NAZFERITI MOUTH;x
425;152;84;225;SOUTH SAVAGE COAST;x
426;39;84;225;SOUTH SAVAGE COAST;x
427;212;126;122;YINYING;x
428;39;15;139;WILD SHORE;x
429;41;49;171;CRYSTAL SHORE;x
430;41;126;171;RED REACHES;x
431;41;126;96;RED REACHES;x
432;13;118;212;SHATTERSHORE;x
433;47;161;141;MISTY REED STRAND;x
434;47;84;141;MISTY REED STRAND;x
435;47;84;191;FORBIDDING SEA;x
436;47;156;191;FORBIDDING SEA;x
437;47;156;107;FORBIDDING SEA;x
438;47;49;191;HIGHBANK;x
439;146;182;192;HIGHBANK;x
440;10;88;250;HIGHBANK;x
441;10;154;250;SLITHERING COVE;x
442;120;186;250;HIGHBANK;x
443;120;105;250;HIGHBANK;x
444;178;170;250;HIGHBANK;x
445;58;170;250;HIGHBANK;x
446;10;201;250;THANDOL SPAN;x
447;10;111;250;OVERLOOK CLIFFS;x
448;10;56;250;OVERLOOK CLIFFS;x
449;107;71;250;OVERLOOK CLIFFS;x
450;107;156;250;AVALON'S COAST;x
451;168;196;250;AVALON'S COAST;x
452;73;196;250;AVALON'S COAST;x
453;212;159;122;YONGQI;x
454;55;148;189;AMANI COAST;x
455;17;88;167;AMANI COAST;x
456;120;88;167;AMANI COAST;x
457;43;88;167;AMANI COAST;x
458;0;112;212;AZUREBREEZE COAST;x
459;110;135;156;AZUREBREEZE COAST;x
460;157;192;223;TRANQUIL SHORE;x
461;79;192;223;TRANQUIL SHORE;x
462;131;124;176;SHIL-QEM;x
463;47;25;182;TRANQUIL SHORE;x
464;21;199;176;TRANQUIL SHORE;x
465;109;94;249;GREENGILL COAST;x
466;86;118;146;GREENGILL COAST;x
467;151;180;170;BINAN;x
468;38;168;191;GREENGILL COAST;x
469;151;124;170;JADE CARP;x
470;62;144;167;GREENGILL COAST;x
471;75;199;133;GOLDEN STRAND;x
472;21;96;236;SHALANDIS COAST;x
473;21;28;236;SHALANDIS COAST;x
474;6;7;62;NORTH COAST;x
475;103;106;182;NORTH COAST;x
476;171;106;182;NORTH COAST;x
477;90;106;182;NORTH COAST;x
478;32;146;182;NORTH COAST;x
479;41;40;167;NORTH TIDE;x
480;131;131;193;NORTH TIDE;x
481;180;131;193;NORTH TIDE;x
482;51;124;250;GALEWATCH COAST;x
483;10;171;250;GALEWATCH COAST;x
484;83;97;144;GALEWATCH COAST;x
485;32;97;144;DUSKMIST SHORE;x
486;124;141;255;DUSKMIST SHORE;x
487;30;24;118;BARADIN BAY;x
488;151;212;170;INKGILL;x
489;10;178;250;HILLSBRAD STRAND;x
490;13;118;154;HILLSBRAD STRAND;x
491;90;212;170;WATERSPEAK;x
492;47;161;182;DROWNED REEF;x
493;47;105;182;LOST FLEET;x
494;10;219;169;MENETHIL BAY;x
495;151;159;170;MUSKPAW;x
496;212;159;170;AUBURN BLUFFS;x
497;182;159;122;RUQIN;x
498;182;159;170;HAK'SHIX;x
499;81;141;236;BARADIN BAY;x
500;105;142;201;CRESTFALL'S COAST;x
501;182;137;170;CHOW;x
502;9;163;255;BALOR'S COAST;x
503;131;146;131;FIREBOUGH;x
504;182;94;170;MOGUJIA;x
505;141;186;245;VERRALL RIVER;x
506;75;199;176;SHALANDIS COAST;x
507;182;94;96;ORDO;x
508;182;94;131;AUGUST GATE;x
509;161;154;120;KUN;x
510;182;124;210;BAZAAR;x
511;56;105;131;YOONMI;x
512;105;109;210;ONE KEG;x
513;111;150;131;RUR QUG;x
514;56;150;131;EAST BROKETOOTH;x
515;56;105;79;WEST BROKETOOTH;x
516;56;150;92;KNUCKLETHUMP;x
517;56;116;92;DOOKER DOME;x
518;56;161;133;KUKER HILL;x
519;152;165;210;HOWLINGWIND;x
520;161;75;120;KOTA;x
521;86;124;60;KOTA PEAK;x
522;191;238;161;WINTER'S BLOSSOM;x
523;191;238;225;WEST GATE;x
524;161;131;120;KOTA HILLS;x
525;152;109;210;KEN-THAL;x
526;107;101;161;SEEKER'S POINT;x
527;191;156;161;SEEKER'S FOLLY;x
528;191;112;124;NEVEREST'S PINNACLE;x
529;148;156;161;CLOUDSTRIKE'S DOJO;x
530;88;156;161;SOO-JIN;x
531;238;156;26;SNOWPAW;x
532;111;54;54;YOJAMBA ISLE;x
533;216;191;10;MOUNT KAJARO;x
534;180;159;153;BILGEWATER;x
535;180;107;153;GALLYWIX;x
536;62;92;51;KAJAMINE;x
537;180;107;103;LOOSEFEET;x
538;180;92;184;EDJ;x
539;180;92;116;SPEEDWAY;x
540;180;107;28;VOODRESS;x
541;180;51;111;PICKTWEAK;x
542;16;75;139;VOLCANOTH;x
543;72;168;126;HEI SANG;x
544;161;101;101;FIZZSPARK;x
545;161;73;137;MUDBOOT;x
546;174;174;174;OOMSK;x
547;174;139;174;OORZZ;x
548;67;101;101;HOZU-MOZU;x
549;116;174;174;BANANA FOREST;x
550;87;26;204;VASHJ'IR;x
551;71;21;111;VASHJ'IR;x
552;15;26;204;VASHJ'IR;x
553;127;33;204;VASHJ'IR;x
554;148;133;204;VASHJ'IR;x
555;88;103;81;ZHAOH'TEM;x
556;19;12;94;VASHJ'IR;x
557;169;74;186;CRANEWING;x
558;88;103;167;FALLINGBLOSSOM;x
559;107;167;84;JEH'SED;x
560;172;113;16;JAESHA;x
561;87;70;41;ALYREATH;x
562;74;48;32;EYRAEI;x
563;114;64;34;YELORA;x
564;39;88;152;CRANE CAVE;x
565;56;75;96;FAERSETON;x
566;99;75;169;DANDRED;x
567;109;30;69;WHISPERING FOREST;x
568;120;73;109;GLISTENING SHORE;x
569;107;88;84;OX'TIGAR;x
570;107;214;148;SOCHUN;x
571;107;214;75;DRAGON NEST;x
572;236;238;225;SNOWBLOSSOM;x
573;189;195;191;ZUL'GURUB BASIN;x
574;199;204;206;SURWICH INLET;x
575;212;204;231;LAKE EVERSTILL;x
576;189;221;178;MOSSHIDE FEN;x
577;107;163;219;LAKE;x
578;103;159;180;LAKE;x
579;111;135;186;LAKE;x
580;107;137;11;ZOUCHIN;x
581;150;165;244;STILLWATER POND;x
582;197;236;197;LAKE;x
583;169;210;219;BLACKWOOD LAKE;x
584;214;227;234;LAKE MERELDAR;x
585;206;229;169;HEALTHY LAKE;x
586;105;191;191;LAKE;x
587;197;206;176;LAKE;x
588;180;79;19;SADRAETH;x
589;154;161;201;LAKE;x
590;79;71;120;REDWING;x
591;114;71;120;NAYEL;x
592;169;71;86;KEA KRAK;x
593;95;129;32;MAISARA HILLS;x
594;49;47;92;ULA-TEK;x
595;49;123;92;GREENRUSH;x
596;199;178;186;ZUL'MASHAR;x
597;116;118;92;ABASSI COAST;x
598;42;86;109;ABASSI LAKE;x
599;89;112;115;ICECROWN;x
600;39;62;54;UTGARDE;x
601;39;62;0;HALGRIND;x
602;73;62;0;EMBER CLUTCH;x
603;0;62;58;NEW AGAMAND;x
604;0;62;0;SHIELD HILL;x
605;94;62;54;GRARLAND;x
606;75;62;54;WYRMSKULL COAST;x
607;69;99;54;KAMAGUA;x
608;69;56;54;ISKAAL;x
609;88;56;54;SCALAWAG POINT;x
610;0;62;43;SORLOF'S STRAND;x
611;129;62;114;NIFFLEVAR;x
612;90;62;86;BEALGUN;x
613;90;62;43;EASTERN CAPE;x
614;21;62;43;IVALD;x
615;118;62;43;BALEHEIM;x
616;81;62;114;BLEEDING VALE;x
617;86;150;77;GIANTS RUN;x
618;86;150;114;CAULDROS ISLE;x
619;41;150;77;GLADE FOREST;x
620;129;120;21;WINTERHOOF;x
621;62;126;107;BROKEN BLUFFS;x
622;90;109;71;GJALERBRON;x
623;66;120;81;RIVENWOOD;x
624;126;109;71;STEELGATE;x
625;66;120;21;SKORN;x
626;126;77;71;CHILLMERE;x
627;186;199;197;CAULDROS LAKE;x
628;101;199;197;WINTER'S BREATH LAKE;x
629;101;156;197;COLDMERE LAKE;x
630;101;167;197;CREEK RIVER;x
631;141;156;197;CREEK RIVER;x
632;159;199;197;LAKE;x
633;66;118;131;VENTURE BAY;x
634;66;73;131;BLACKRIVER;x
635;150;145;52;DRAK'ZIN;x
636;113;111;39;ZEB'HALAK;x
637;51;111;39;SILVERBROOK;x
638;120;111;39;BLUEDOME;x
639;66;161;105;AMBERPINE;x
640;66;161;71;VOLDRUNE;x
641;131;122;161;GRIZZLEMAW;x
642;66;122;161;RAGE FANG;x
643;73;120;101;HEARTBLOOD;x
644;169;122;161;ONEQWAH;x
645;96;122;2;SOLSTICE;x
646;34;64;92;HOLLOWSTONE;x
647;34;146;92;DRAK'ATAL;x
648;114;111;39;URSDEN;x
649;84;174;2;DRAKIL'JIN;x
650;34;122;2;TETHYS;x
651;34;122;47;BLOODMOON ISLE;x
652;66;64;92;THOR MODAN;x
653;114;64;92;BOULDER HILLS;x
654;73;62;101;DUN ARGOL;x
655;163;255;255;LAKE;x
656;163;195;255;LAKE;x
657;123;147;156;LAKE;x
658;75;0;79;GUNDRAK;x
659;75;69;79;ZOL'HEB;x
660;66;122;21;DUBRA'JIN;x
661;75;129;79;ZOL'MAZ;x
662;75;99;79;MAM'TOTH;x
663;122;84;21;RHUNOK;x
664;161;122;21;DRAK'MABWA;x
665;122;122;21;ZIM'RHUK;x
666;216;69;79;HARKOA;x
667;17;101;79;QUETZ'LUN;x
668;231;101;79;ZIM'TORGA;x
669;191;99;79;HEB'DRAKKAR;x
670;54;116;107;DRAK'THARON;x
671;231;24;90;DRAKURU;x
672;133;64;107;RAGECLAW;x
673;167;179;111;LOW FIELDS;x
674;231;179;111;CHAGA'JIN;x
675;133;92;43;DRAK'SOTRA;x
676;133;64;43;ZIM'ABWA;x
677;88;64;79;DRAKKARI ARENA;x
678;133;64;146;HEB'VALOK;x
679;36;126;43;SSERATUS;x
680;26;156;154;RAGECLAW LAKE;x
681;124;86;13;WYRMREST;x
682;195;171;28;MAGNADOTH;x
683;69;34;99;GALAKROND;x
684;124;34;13;MAGNADON;x
685;47;34;126;CRYSTAL VICE;x
686;96;131;126;MAGUTA;x
687;150;34;126;DRAGON'S FALL;x
688;0;34;120;COLDWIND;x
689;199;126;104;ICEMIST;x
690;62;71;73;ICEJAIL;x
691;255;19;41;TAUTAU;x
692;199;176;169;HAMON;x
693;124;86;88;MOA'KI;x
694;199;86;88;INDU'LE;x
695;62;86;88;SNOWFALL;x
696;67;183;90;LIMING YINSE;x
697;171;34;47;RUBY;x
698;124;92;201;AZURE;x
699;11;92;0;EMERALD;x
700;204;214;137;BRONZE;x
701;64;15;6;OBSIDIAN;x
702;195;122;126;WINTERGARDE;x
703;195;54;84;CARRION;x
704;195;126;13;BUDUR;x
705;195;126;103;TON'CROA;x
706;195;86;13;NOKE'ROA;x
707;195;28;13;ELDRITCH;x
708;195;171;84;JINTHA'KALAR;x
709;195;122;84;CLADURK;x
710;231;133;96;FROSTFATE;x
711;77;116;208;LAKE INDU'LE;x
712;30;116;208;DRAK'MAR LAKE;x
713;30;71;208;DRAGONSPINE TRIBUTARY;x
714;30;135;180;DRAGONSPINE TRIBUTARY;x
715;30;39;180;DRAGONSPINE TRIBUTARY;x
716;17;39;180;LUMBERJACK RIVER;x
717;86;111;180;LUMBERJACK RIVER;x
718;106;137;223;LUMBERJACK LAKE;x
719;141;191;238;DAGGERCAP BAY;x
720;141;156;238;DAGGERCAP BAY;x
721;146;71;120;RED SUN;x
722;146;51;56;MIGHTSTONE;x
723;79;86;56;BLOODSPORE;x
724;79;133;56;NASAM;x
725;79;133;109;BERYL;x
726;135;133;56;ECH'NUS;x
727;89;33;20;FARSHIRE;x
728;62;66;129;NASAMSAND;x
